0.251271,1.263175,-1.775503,0.920988,-0.989399,2.017852,-1.611267,-0.926071,-3.698822,-0.025409,-0.064927,-1.271069,
0.251271,1.382374,-1.707984,0.964563,-0.957614,1.954564,-1.710092,-0.869621,-3.758072,0.127892,-0.052996,-1.263109,
0.251271,1.406214,-1.652380,0.972486,-0.941722,1.839854,-1.824729,-0.813172,-3.667222,0.234024,-0.100720,-1.247191,
0.255216,1.211522,-1.791389,0.924949,-0.941722,1.780522,-1.840541,-0.845429,-3.647472,0.171131,-0.140490,-1.271069,
0.255216,1.215495,-1.799333,0.857606,-1.009265,1.804255,-1.840541,-0.805108,-3.671172,-0.017547,-0.140490,-1.259130,
0.255216,1.390321,-1.644437,0.869490,-1.037076,1.827988,-1.804964,-0.837365,-3.679072,-0.225880,-0.160375,-1.267089,
0.255216,1.374427,-1.636493,0.932872,-0.985426,1.871498,-1.793105,-0.982520,-3.801522,-0.320219,-0.180260,-1.271069,
0.247326,1.298935,-1.715927,0.964563,-0.953641,1.879410,-1.785199,-1.055098,-3.896322,-0.229810,-0.164352,-1.271069,
0.243381,1.279068,-1.755644,0.928911,-0.985426,1.879410,-1.812870,-1.006713,-3.888422,-0.100094,-0.140490,-1.263109,
0.243381,1.195629,-1.815220,0.877413,-1.021184,1.855677,-1.808917,-0.950263,-3.817322,0.049276,-0.096743,-1.243211,
0.247326,1.108216,-1.878767,0.877413,-1.056942,1.831944,-1.844494,-0.942199,-3.805472,0.151477,-0.064927,-1.239231,
0.247326,1.171789,-1.839050,0.821953,-1.076807,1.776567,-1.887977,-0.954296,-3.825222,0.202578,-0.045042,-1.219333,
0.243381,1.310855,-1.715927,0.845721,-1.033103,1.800300,-1.840541,-1.055098,-3.864722,0.143616,-0.064927,-1.223312,
0.243381,1.370454,-1.648408,0.913065,-0.953641,1.851721,-1.801011,-1.127676,-3.955572,-0.037201,-0.128559,-1.235252,
0.243381,1.358534,-1.672238,0.992293,-0.921856,1.843810,-1.836588,-1.107515,-3.967422,-0.174779,-0.156398,-1.243211,
0.239435,1.287015,-1.735786,0.992293,-0.997345,1.780522,-1.907742,-1.107515,-3.908172,-0.245534,-0.160375,-1.259130,
0.247326,1.231389,-1.771531,0.917027,-1.064888,1.748878,-1.943319,-1.030905,-3.837072,-0.198364,-0.128559,-1.259130,
0.243381,1.251255,-1.735786,0.877413,-1.041049,1.756789,-1.907742,-1.002681,-3.900272,-0.088302,-0.104697,-1.247191,
0.243381,1.318801,-1.668267,0.865528,-1.025157,1.788433,-1.864259,-1.075258,-3.983222,0.061069,-0.072881,-1.223312,
0.243381,1.338668,-1.660323,0.877413,-1.037076,1.839854,-1.856353,-1.091387,-3.959522,0.155408,-0.068904,-1.223312,
0.243381,1.330721,-1.680182,0.901181,-1.013238,1.891276,-1.836588,-1.083323,-3.947672,0.155408,-0.096743,-1.219333,
0.239435,1.362507,-1.660323,0.968525,-0.953641,1.887321,-1.836588,-1.063162,-3.872622,0.127892,-0.124582,-1.235252,
0.239435,1.326748,-1.656352,0.992293,-0.977480,1.788433,-1.915648,-0.990584,-3.809422,0.013899,-0.160375,-1.247191,
0.243381,1.310855,-1.648408,0.917027,-1.048996,1.752833,-1.919601,-0.978488,-3.841022,-0.119748,-0.160375,-1.235252,
0.239435,1.382374,-1.580889,0.865528,-1.068861,1.792389,-1.872165,-1.022841,-3.923972,-0.249464,-0.160375,-1.235252,
0.231545,1.390321,-1.580889,0.865528,-1.048996,1.831944,-1.864259,-1.063162,-3.935822,-0.245534,-0.136513,-1.231272,
0.235490,1.386347,-1.565003,0.932872,-0.977480,1.907098,-1.812870,-1.030905,-3.868672,-0.104025,-0.108674,-1.231272,
0.231545,1.386347,-1.580889,1.020023,-0.929803,1.918965,-1.793105,-0.994617,-3.797572,0.068930,-0.076858,-1.231272,
0.227600,1.410187,-1.568974,1.012100,-1.001318,1.887321,-1.801011,-0.905910,-3.718572,0.234024,-0.041065,-1.215353,
0.231545,1.334694,-1.624578,0.901181,-1.001318,1.863587,-1.816823,-0.869621,-3.762022,0.265470,-0.052996,-1.207394,
0.231545,1.267148,-1.692097,0.841760,-1.076807,1.875454,-1.801011,-0.918007,-3.821272,0.171131,-0.088789,-1.219333,
0.227600,1.342641,-1.616635,0.845721,-1.092700,1.891276,-1.801011,-0.938167,-3.860772,-0.045063,-0.148444,-1.219333,
0.227600,1.406214,-1.545144,0.913065,-1.076807,1.887321,-1.824729,-0.982520,-3.833122,-0.269118,-0.172306,-1.243211,
0.227600,1.398267,-1.545144,1.031907,-0.997345,1.922920,-1.808917,-0.942199,-3.718572,-0.359527,-0.152421,-1.247191,
0.231545,1.449920,-1.513371,1.059637,-0.929803,1.934787,-1.812870,-0.797044,-3.588222,-0.359527,-0.104697,-1.255150,
0.227600,1.426080,-1.521314,0.992293,-0.957614,1.934787,-1.797058,-0.672049,-3.544772,-0.233741,-0.052996,-1.247191,
0.227600,1.255228,-1.652380,0.924949,-1.017211,1.974342,-1.737763,-0.720434,-3.544772,0.049276,-0.049019,-1.243211,
0.223655,1.175762,-1.743729,0.857606,-1.084754,2.021807,-1.694280,-0.861557,-3.679072,0.269401,-0.068904,-1.231272,
0.223655,1.231389,-1.696069,0.857606,-1.112565,2.029718,-1.714045,-0.913975,-3.785722,0.316571,-0.128559,-1.223312,
0.227600,1.251255,-1.680182,0.972486,-1.060915,2.002030,-1.753575,-0.909942,-3.793622,0.151477,-0.172306,-1.243211,
0.227600,1.283041,-1.652380,1.083405,-0.925830,1.954564,-1.785199,-0.817204,-3.722522,-0.080440,-0.172306,-1.243211,
0.223655,1.378401,-1.561031,1.035869,-0.878152,1.911054,-1.808917,-0.676081,-3.596122,-0.233741,-0.132536,-1.255150,
0.219710,1.318801,-1.580889,0.909104,-0.989399,1.946653,-1.765434,-0.579310,-3.493422,-0.261257,-0.080835,-1.243211,
0.215765,1.211522,-1.668267,0.881374,-1.080780,1.994119,-1.765434,-0.631728,-3.489472,-0.135471,-0.072881,-1.231272,
0.215765,1.215495,-1.684154,0.948718,-1.056942,2.029718,-1.721951,-0.736562,-3.607972,0.009968,-0.056973,-1.231272,
0.219710,1.183709,-1.715927,1.016062,-1.001318,2.053452,-1.706139,-0.780915,-3.643522,0.120031,-0.064927,-1.223312,
0.219710,1.112190,-1.791389,1.051714,-0.977480,2.045541,-1.717998,-0.768819,-3.619822,0.127892,-0.076858,-1.231272,
0.215765,1.147949,-1.775503,1.051714,-0.937749,2.045541,-1.729857,-0.688177,-3.572422,0.092515,-0.076858,-1.223312,
0.215765,1.179736,-1.751673,0.992293,-0.941722,1.974342,-1.753575,-0.627695,-3.497372,0.033553,-0.088789,-1.231272,
0.219710,1.143976,-1.759616,0.932872,-1.013238,1.903142,-1.793105,-0.595439,-3.485522,-0.060786,-0.104697,-1.231272,
0.223655,1.179736,-1.715927,0.932872,-1.056942,1.950608,-1.753575,-0.623663,-3.493422,-0.119748,-0.104697,-1.227292,
0.219710,1.215495,-1.672238,0.944756,-0.997345,2.021807,-1.702186,-0.639792,-3.521072,-0.143333,-0.108674,-1.211373,
0.219710,1.167816,-1.696069,1.020023,-0.921856,2.049496,-1.686374,-0.591407,-3.453922,-0.100094,-0.092766,-1.199434,
0.219710,1.108216,-1.747701,1.095290,-0.921856,2.053452,-1.694280,-0.551085,-3.378872,-0.041132,-0.080835,-1.199434,
0.219710,1.032724,-1.807276,1.095290,-0.973507,2.041585,-1.702186,-0.551085,-3.370972,0.049276,-0.060950,-1.183515,
0.219710,0.981071,-1.866852,1.020023,-1.033103,2.029718,-1.710092,-0.551085,-3.449972,0.123962,-0.056973,-1.187495,
0.219710,0.961204,-1.890682,0.956641,-1.056942,1.986208,-1.753575,-0.631728,-3.544772,0.104308,-0.076858,-1.183515,
0.223655,0.973124,-1.878767,0.964563,-1.037076,1.982252,-1.761481,-0.676081,-3.536872,0.013899,-0.100720,-1.175556,
0.219710,1.048617,-1.807276,1.008139,-0.961587,2.005985,-1.741716,-0.663984,-3.469722,-0.131540,-0.128559,-1.183515,
0.215765,1.151923,-1.700040,1.079444,-0.898018,2.013896,-1.733810,-0.595439,-3.382822,-0.182641,-0.120605,-1.175556,
0.219710,1.128083,-1.707984,1.087367,-0.953641,1.994119,-1.749622,-0.518829,-3.327522,-0.123679,-0.096743,-1.183515,
0.219710,1.080403,-1.759616,1.023984,-1.009265,1.986208,-1.757528,-0.490604,-3.355172,-0.005755,-0.068904,-1.171576,
0.219710,1.076430,-1.775503,1.012100,-1.029130,2.002030,-1.717998,-0.530925,-3.461822,0.088584,-0.045042,-1.155658,
0.215765,1.004910,-1.819191,1.020023,-1.041049,2.009941,-1.729857,-0.651888,-3.544772,0.068930,-0.045042,-1.147698,
0.219710,0.957231,-1.819191,1.020023,-1.048996,2.013896,-1.765434,-0.700273,-3.493422,0.009968,-0.060950,-1.147698,
0.215765,1.068483,-1.846993,1.031907,-1.025157,2.009941,-1.757528,-0.643824,-3.422322,-0.076509,-0.080835,-1.159637,
0.215765,1.183709,-1.751673,1.059637,-0.957614,1.994119,-1.741716,-0.559150,-3.363072,-0.096163,-0.076858,-1.147698,
0.219710,1.183709,-1.640465,1.063598,-0.957614,1.950608,-1.785199,-0.547053,-3.434172,-0.092232,-0.088789,-1.147698,
0.223655,1.191656,-1.640465,1.031907,-0.969534,1.895231,-1.840541,-0.635760,-3.517122,-0.068648,-0.096743,-1.147698,
0.215765,1.231389,-1.612663,1.012100,-1.048996,1.911054,-1.832635,-0.659952,-3.505272,-0.017547,-0.100720,-1.139739,
0.219710,1.231389,-1.596776,1.027946,-1.064888,1.954564,-1.793105,-0.655920,-3.457872,0.006038,-0.088789,-1.131779,
0.219710,1.124110,-1.656352,1.067560,-1.029130,2.013896,-1.765434,-0.635760,-3.386772,0.037484,-0.072881,-1.119840,
0.219710,1.143976,-1.640465,1.059637,-1.001318,1.998075,-1.789152,-0.599471,-3.386772,0.017830,-0.076858,-1.115860,
0.219710,1.199602,-1.604720,1.004177,-1.033103,1.962475,-1.801011,-0.615599,-3.382822,0.013899,-0.060950,-1.115860,
0.219710,1.163843,-1.652380,1.000216,-1.068861,1.918965,-1.844494,-0.744626,-3.477622,-0.009686,-0.072881,-1.107901,
0.211820,1.175762,-1.660323,1.035869,-1.048996,1.867543,-1.907742,-0.861557,-3.627722,-0.056855,-0.092766,-1.111881,
0.211820,1.219469,-1.604720,1.020023,-1.052969,1.899187,-1.891930,-0.857525,-3.659322,-0.100094,-0.092766,-1.103921,
0.215765,1.187682,-1.600748,1.004177,-1.088727,1.962475,-1.832635,-0.809140,-3.596122,-0.100094,-0.080835,-1.095962,
0.211820,1.199602,-1.584861,1.031907,-1.060915,1.998075,-1.781246,-0.716402,-3.521072,-0.119748,-0.052996,-1.080043,
0.211820,1.279068,-1.525286,1.016062,-1.029130,1.946653,-1.812870,-0.700273,-3.457872,-0.025409,-0.037088,-1.068104,
0.215765,1.223442,-1.572946,0.996255,-1.064888,1.867543,-1.880071,-0.837365,-3.532922,0.080723,-0.037088,-1.068104,
0.215765,1.136029,-1.656352,1.016062,-1.080780,1.831944,-1.880071,-1.014777,-3.702772,0.127892,-0.052996,-1.056165,
0.211820,1.136029,-1.668267,1.012100,-1.100646,1.816121,-1.947272,-1.091387,-3.852872,0.037484,-0.060950,-1.056165,
0.215765,1.124110,-1.664295,0.984370,-1.128458,1.847765,-1.982849,-1.026873,-3.825222,-0.104025,-0.060950,-1.048206,
0.215765,1.147949,-1.628550,0.984370,-1.136404,1.903142,-1.955178,-0.966392,-3.726472,-0.206226,-0.045042,-1.044226,
0.211820,1.243309,-1.541172,1.004177,-1.092700,1.934787,-1.899836,-0.954296,-3.698822,-0.198364,-0.025157,-1.016368,
0.211820,1.275095,-1.513371,1.004177,-1.068861,1.934787,-1.844494,-1.059130,-3.754122,-0.060786,-0.045042,-0.996469,
0.211820,1.207549,-1.584861,0.996255,-1.100646,1.887321,-1.876118,-1.188157,-3.884472,0.065000,-0.052996,-0.996469,
0.207875,1.163843,-1.632522,1.012100,-1.100646,1.851721,-1.903789,-1.224446,-3.943722,0.139685,-0.088789,-0.992490,
0.211820,1.108216,-1.664295,0.984370,-1.116538,1.824033,-1.943319,-1.208318,-3.935822,0.092515,-0.096743,-1.004429,
0.211820,1.072457,-1.664295,0.984370,-1.160242,1.816121,-1.939366,-1.139772,-3.864722,-0.021478,-0.096743,-1.000449,
0.207875,1.143976,-1.596776,0.956641,-1.176135,1.847765,-1.927507,-1.119612,-3.817322,-0.127610,-0.076858,-0.996469,
0.199985,1.219469,-1.529257,0.948718,-1.152296,1.831944,-1.939366,-1.167997,-3.844972,-0.178710,-0.052996,-0.980551,
0.203930,1.223442,-1.537201,0.992293,-1.104619,1.827988,-1.943319,-1.167997,-3.943722,-0.111886,-0.029134,-0.976571,
0.203930,1.199602,-1.561031,1.031907,-1.088727,1.827988,-1.959131,-1.284928,-4.030622,-0.025409,-0.029134,-0.964632,
0.199985,1.147949,-1.584861,1.016062,-1.128458,1.824033,-1.974943,-1.321217,-3.971372,0.057138,-0.025157,-0.948713,
0.199985,1.108216,-1.604720,0.984370,-1.152296,1.835899,-1.967037,-1.248639,-3.868672,0.057138,-0.052996,-0.948713,
0.199985,1.151923,-1.557059,0.968525,-1.140377,1.851721,-1.943319,-1.167997,-3.801522,0.013899,-0.056973,-0.936774,
